shop_name,shop_type,shop_earliest_date_recorded,shop_soa_revenue_Yesterday,shop_soa_revenue_per_day_Yesterday,shop_affiliate_revenue_Yesterday,shop_affiliate_revenue_per_day_Yesterday,shop_soa_revenue_share_Yesterday,shop_aff_revenue_share_Yesterday,shop_mall_revenue_share_Yesterday,shop_soa_revenue_Last 7 Days,shop_soa_revenue_per_day_Last 7 Days,shop_affiliate_revenue_Last 7 Days,shop_affiliate_revenue_per_day_Last 7 Days,shop_soa_revenue_share_Last 7 Days,shop_aff_revenue_share_Last 7 Days,shop_mall_revenue_share_Last 7 Days,shop_soa_revenue_Last 30 Days,shop_soa_revenue_per_day_Last 30 Days,shop_affiliate_revenue_Last 30 Days,shop_affiliate_revenue_per_day_Last 30 Days,shop_soa_revenue_share_Last 30 Days,shop_aff_revenue_share_Last 30 Days,shop_mall_revenue_share_Last 30 Days,shop_soa_revenue_Last 90 Days,shop_soa_revenue_per_day_Last 90 Days,shop_affiliate_revenue_Last 90 Days,shop_affiliate_revenue_per_day_Last 90 Days,shop_soa_revenue_share_Last 90 Days,shop_aff_revenue_share_Last 90 Days,shop_mall_revenue_share_Last 90 Days,shop_soa_revenue_Last 180 Days,shop_soa_revenue_per_day_Last 180 Days,shop_affiliate_revenue_Last 180 Days,shop_affiliate_revenue_per_day_Last 180 Days,shop_soa_revenue_share_Last 180 Days,shop_aff_revenue_share_Last 180 Days,shop_mall_revenue_share_Last 180 Days
Rare Beauty,BRAND,01/07/2024,$91.32k,$75.00 Per Day,$90.59k,$90.59k Per Day,(0.08%),(99.21%),(0.71%),$119.38k,$75.71 Per Day,$114.10k,$16.30k Per Day,(0.44%),(95.57%),(3.98%),$274.34k,$612.57 Per Day,$238.26k,$7.94k Per Day,(6.7%),(86.85%),(6.45%),$936.42k,$467.61 Per Day,$799.64k,$8.88k Per Day,(4.49%),(85.39%),(10.11%),$1.90m,$687.88 Per Day,$1.49m,$8.25k Per Day,(6.51%),(78.07%),(15.42%)
Yinos Fashion,RETAILER,05/25/2024,$10.06k,$0.00 Per Day,$10.05k,$10.05k Per Day,(0%),(99.87%),(0.13%),$54.90k,$0.00 Per Day,$54.50k,$7.79k Per Day,(0%),(99.27%),(0.73%),$212.82k,$0.00 Per Day,$211.17k,$7.04k Per Day,(0%),(99.22%),(0.78%),$291.67k,$0.00 Per Day,$287.42k,$3.19k Per Day,(0%),(98.54%),(1.46%),$291.90k,$0.00 Per Day,$287.49k,$2.76k Per Day,(0%),(98.49%),(1.51%)
Tencounter,RETAILER,10/03/2023,$3.98k,$0.00 Per Day,$2.61k,$2.61k Per Day,(0%),(65.52%),(34.48%),$31.72k,$0.00 Per Day,$21.40k,$3.06k Per Day,(0%),(67.45%),(32.55%),$202.20k,$0.00 Per Day,$132.54k,$4.42k Per Day,(0%),(65.55%),(34.45%),$894.59k,$0.00 Per Day,$570.76k,$6.34k Per Day,(0%),(63.8%),(36.2%),$1.54m,$0.00 Per Day,$832.47k,$4.62k Per Day,(0%),(54.19%),(45.81%)
TheBreakRoom,RETAILER,07/25/2023,$9.62k,$9.62k Per Day,$0.00,$0.00 Per Day,(100%),(0%),(0%),$50.60k,$6.83k Per Day,$0.00,$0.00 Per Day,(94.43%),(0%),(5.57%),$220.11k,$7.15k Per Day,$0.00,$0.00 Per Day,(97.41%),(0%),(2.59%),$857.16k,$9.00k Per Day,$119.96,$1.33 Per Day,(94.47%),(0.01%),(5.51%),$1.75m,$9.12k Per Day,$2.85k,$15.83 Per Day,(93.91%),(0.16%),(5.93%)
CHABUILDREARK,BRAND,02/22/2024,$6.97k,$539.97 Per Day,$6.17k,$6.17k Per Day,(7.74%),(88.46%),(3.8%),$53.04k,$1.24k Per Day,$41.82k,$5.97k Per Day,(16.33%),(78.84%),(4.84%),$212.65k,$525.04 Per Day,$185.78k,$6.19k Per Day,(7.41%),(87.36%),(5.23%),$603.23k,$190.73 Per Day,$513.36k,$5.70k Per Day,(2.85%),(85.1%),(12.05%),$986.30k,$95.37 Per Day,$798.83k,$4.44k Per Day,(1.74%),(80.99%),(17.27%)
BGMgirl Hair Store,BRAND,08/12/2023,$8.00k,$1.18k Per Day,$4.56k,$4.56k Per Day,(14.78%),(57.02%),(28.2%),$47.06k,$1.03k Per Day,$26.62k,$3.80k Per Day,(15.32%),(56.56%),(28.12%),$209.30k,$1.73k Per Day,$99.94k,$3.33k Per Day,(24.73%),(47.75%),(27.52%),$652.49k,$3.42k Per Day,$252.37k,$2.80k Per Day,(47.2%),(38.68%),(14.12%),$1.48m,$3.78k Per Day,$477.69k,$2.65k Per Day,(46.01%),(32.33%),(21.66%)
Tgideas Beauty,RETAILER,12/04/2023,$6.12k,$0.00 Per Day,$5.93k,$5.93k Per Day,(0%),(96.9%),(3.1%),$32.22k,$0.00 Per Day,$31.75k,$4.54k Per Day,(0%),(98.54%),(1.46%),$189.63k,$0.00 Per Day,$186.10k,$6.20k Per Day,(0%),(98.14%),(1.86%),$474.12k,$0.00 Per Day,$432.96k,$4.81k Per Day,(0%),(91.32%),(8.68%),$1.12m,$0.00 Per Day,$1.01m,$5.59k Per Day,(0%),(89.69%),(10.31%)
Hope of hope,BRAND,02/22/2024,$2.86k,$0.00 Per Day,$2.83k,$2.83k Per Day,(0%),(99.09%),(0.91%),$18.65k,$0.00 Per Day,$18.57k,$2.65k Per Day,(0%),(99.54%),(0.46%),$182.35k,$0.00 Per Day,$180.61k,$6.02k Per Day,(0%),(99.04%),(0.96%),$499.26k,$0.00 Per Day,$488.96k,$5.43k Per Day,(0%),(97.94%),(2.06%),$509.89k,$0.00 Per Day,$490.81k,$2.73k Per Day,(0%),(96.26%),(3.74%)
luluorange,RETAILER,11/10/2023,$3.66k,$1.21k Per Day,$2.45k,$2.45k Per Day,(33.01%),(66.99%),(0%),$31.53k,$830.95 Per Day,$25.69k,$3.67k Per Day,(18.45%),(81.47%),(0.09%),$208.55k,$836.68 Per Day,$183.06k,$6.10k Per Day,(12.04%),(87.78%),(0.18%),$418.02k,$523.69 Per Day,$345.93k,$3.84k Per Day,(11.28%),(82.75%),(5.97%),$670.74k,$261.85 Per Day,$554.37k,$3.08k Per Day,(7.03%),(82.65%),(10.32%)
ZIHNIC-US,BRAND,10/22/2023,$10.36k,$41.97 Per Day,$9.36k,$9.36k Per Day,(0.4%),(90.36%),(9.24%),$45.56k,$29.83 Per Day,$43.18k,$6.17k Per Day,(0.46%),(94.79%),(4.76%),$212.94k,$121.27 Per Day,$200.04k,$6.67k Per Day,(1.71%),(93.94%),(4.35%),$1.15m,$910.94 Per Day,$970.03k,$10.78k Per Day,(7.13%),(84.36%),(8.51%),$2.86m,$788.08 Per Day,$2.51m,$13.92k Per Day,(4.97%),(87.73%),(7.3%)
Wise Sneakers,RETAILER,03/09/2024,$2.31k,$709.93 Per Day,$614.94,$614.94 Per Day,(30.74%),(26.62%),(42.64%),$21.35k,$649.22 Per Day,$8.57k,$1.22k Per Day,(21.29%),(40.14%),(38.57%),$199.92k,$943.21 Per Day,$58.69k,$1.96k Per Day,(14.15%),(29.35%),(56.49%),$516.79k,$412.34 Per Day,$157.17k,$1.75k Per Day,(7.18%),(30.41%),(62.41%),$878.80k,$206.17 Per Day,$264.77k,$1.47k Per Day,(4.22%),(30.13%),(65.65%)
FlyBirdofficial,RETAILER,12/02/2023,$15.60k,$13.88k Per Day,$1.12k,$1.12k Per Day,(88.96%),(7.2%),(3.85%),$72.83k,$4.78k Per Day,$36.82k,$5.26k Per Day,(45.98%),(50.56%),(3.46%),$216.60k,$1.12k Per Day,$167.85k,$5.60k Per Day,(15.46%),(77.49%),(7.05%),$654.08k,$372.06 Per Day,$540.31k,$6.00k Per Day,(5.12%),(82.61%),(12.27%),$975.85k,$186.03 Per Day,$774.28k,$4.30k Per Day,(3.43%),(79.34%),(17.22%)
C4 Energy,BRAND,10/25/2023,$7.07k,$0.00 Per Day,$6.41k,$6.41k Per Day,(0%),(90.67%),(9.33%),$43.27k,$10.44 Per Day,$40.36k,$5.77k Per Day,(0.17%),(93.28%),(6.55%),$209.35k,$26.20 Per Day,$195.40k,$6.51k Per Day,(0.38%),(93.33%),(6.29%),$461.52k,$13.90 Per Day,$407.17k,$4.52k Per Day,(0.27%),(88.22%),(11.51%),$559.22k,$11.19 Per Day,$471.29k,$2.62k Per Day,(0.36%),(84.28%),(15.36%)
AutoSky US,BRAND,09/30/2023,$8.96k,$0.00 Per Day,$8.91k,$8.91k Per Day,(0%),(99.47%),(0.53%),$74.52k,$1.71 Per Day,$71.61k,$10.23k Per Day,(0.02%),(96.09%),(3.89%),$214.14k,$21.82 Per Day,$197.65k,$6.59k Per Day,(0.31%),(92.3%),(7.4%),$941.84k,$538.62 Per Day,$735.97k,$8.18k Per Day,(5.15%),(78.14%),(16.71%),$2.24m,$363.65 Per Day,$1.96m,$10.89k Per Day,(2.93%),(87.62%),(9.45%)
UrbanDiction,BRAND,02/02/2024,$8.12k,$0.00 Per Day,$8.11k,$8.11k Per Day,(0%),(99.85%),(0.15%),$56.02k,$0.00 Per Day,$47.49k,$6.78k Per Day,(0%),(84.78%),(15.22%),$209.09k,$0.93 Per Day,$197.56k,$6.59k Per Day,(0.01%),(94.48%),(5.5%),$678.68k,$0.31 Per Day,$544.20k,$6.05k Per Day,(0%),(80.19%),(19.81%),$1.63m,$0.16 Per Day,$1.44m,$8.00k Per Day,(0%),(88.45%),(11.55%)
SCUSTY,RETAILER,03/01/2024,$6.49k,$52.99 Per Day,$6.19k,$6.19k Per Day,(0.82%),(95.23%),(3.95%),$43.25k,$520.09 Per Day,$38.67k,$5.52k Per Day,(8.42%),(89.41%),(2.17%),$204.02k,$287.41 Per Day,$190.14k,$6.34k Per Day,(4.23%),(93.2%),(2.58%),$824.57k,$147.45 Per Day,$716.33k,$7.96k Per Day,(1.61%),(86.87%),(11.52%),$1.02m,$73.72 Per Day,$828.85k,$4.60k Per Day,(1.3%),(81.24%),(17.46%)
BodyAccel Store,RETAILER,01/13/2024,$12.33k,$0.00 Per Day,$107.88,$107.88 Per Day,(0%),(0.87%),(99.13%),$78.30k,$0.00 Per Day,$1.35k,$192.64 Per Day,(0%),(1.72%),(98.28%),$210.43k,$0.00 Per Day,$28.91k,$963.59 Per Day,(0%),(13.74%),(86.26%),$675.32k,$69.74 Per Day,$62.83k,$698.12 Per Day,(0.93%),(9.3%),(89.77%),$991.11k,$34.87 Per Day,$66.07k,$367.07 Per Day,(0.63%),(6.67%),(92.7%)
MoCo Boutique,BRAND,07/25/2023,$4.86k,$1.51k Per Day,$0.00,$0.00 Per Day,(31.06%),(0%),(68.94%),$75.88k,$2.39k Per Day,$0.00,$0.00 Per Day,(22.08%),(0%),(77.92%),$204.50k,$2.80k Per Day,$0.00,$0.00 Per Day,(41.14%),(0%),(58.86%),$467.86k,$2.69k Per Day,$0.00,$0.00 Per Day,(51.7%),(0%),(48.3%),$1.12m,$2.94k Per Day,$1.98k,$11.00 Per Day,(47.43%),(0.18%),(52.39%)
POP MART USSHOP,RETAILER,05/14/2024,$5.14k,$4.30k Per Day,$485.19,$485.19 Per Day,(83.58%),(9.43%),(6.99%),$107.91k,$8.54k Per Day,$5.82k,$831.72 Per Day,(55.36%),(5.4%),(39.24%),$200.15k,$3.91k Per Day,$14.20k,$473.40 Per Day,(58.6%),(7.1%),(34.31%),$466.18k,$2.92k Per Day,$62.61k,$695.62 Per Day,(56.4%),(13.43%),(30.17%),$475.63k,$2.29k Per Day,$65.55k,$570.03 Per Day,(55.28%),(13.78%),(30.94%)
Nature Spell Inc,BRAND,09/28/2023,$1.50k,$0.00 Per Day,$1.41k,$1.41k Per Day,(0%),(93.67%),(6.33%),$20.40k,$0.00 Per Day,$19.11k,$2.73k Per Day,(0%),(93.67%),(6.33%),$198.32k,$0.00 Per Day,$192.71k,$6.42k Per Day,(0%),(97.17%),(2.83%),$638.59k,$0.00 Per Day,$534.33k,$5.94k Per Day,(0%),(83.67%),(16.33%),$1.23m,$0.00 Per Day,$969.30k,$5.39k Per Day,(0%),(78.89%),(21.11%)
OSEA Malibu,RETAILER,06/13/2024,$501.50,$0.00 Per Day,$293.50,$293.50 Per Day,(0%),(58.52%),(41.48%),$6.08k,$0.00 Per Day,$4.63k,$661.21 Per Day,(0%),(76.17%),(23.83%),$199.33k,$1.09k Per Day,$118.71k,$3.96k Per Day,(16.47%),(59.55%),(23.97%),$260.02k,$659.74 Per Day,$137.68k,$1.62k Per Day,(21.57%),(52.95%),(25.48%),$260.02k,$659.74 Per Day,$137.68k,$1.62k Per Day,(21.57%),(52.95%),(25.48%)
NYX Professional Makeup,BRAND,10/17/2023,$1.97k,$149.00 Per Day,$1.61k,$1.61k Per Day,(7.57%),(82.06%),(10.37%),$15.18k,$251.14 Per Day,$11.99k,$1.71k Per Day,(11.58%),(79%),(9.42%),$158.03k,$531.38 Per Day,$128.79k,$4.29k Per Day,(10.09%),(81.5%),(8.41%),$890.86k,$425.76 Per Day,$752.70k,$8.36k Per Day,(4.3%),(84.49%),(11.21%),$1.98m,$326.89 Per Day,$1.69m,$9.36k Per Day,(2.97%),(84.96%),(12.07%)
Halara Glam,BRAND,12/17/2023,$3.89k,$0.00 Per Day,$2.94k,$2.94k Per Day,(0%),(75.66%),(24.34%),$36.94k,$0.00 Per Day,$24.35k,$3.48k Per Day,(0%),(65.91%),(34.09%),$199.33k,$0.00 Per Day,$161.03k,$5.37k Per Day,(0%),(80.79%),(19.21%),$999.91k,$0.00 Per Day,$806.16k,$8.96k Per Day,(0%),(80.62%),(19.38%),$2.30m,$0.00 Per Day,$1.86m,$10.32k Per Day,(0%),(80.62%),(19.38%)
FORGIRL FOREVER WIG,BRAND,10/10/2023,$5.96k,$0.00 Per Day,$5.23k,$5.23k Per Day,(0%),(87.78%),(12.22%),$40.87k,$0.00 Per Day,$34.55k,$4.94k Per Day,(0%),(84.54%),(15.46%),$200.70k,$0.00 Per Day,$168.20k,$5.61k Per Day,(0%),(83.8%),(16.2%),$493.59k,$0.00 Per Day,$401.02k,$4.46k Per Day,(0%),(81.25%),(18.75%),$825.61k,$0.00 Per Day,$642.64k,$3.57k Per Day,(0%),(77.84%),(22.16%)
PrettyGarden,BRAND,10/09/2023,$10.55k,$506.01 Per Day,$9.66k,$9.66k Per Day,(4.8%),(91.59%),(3.61%),$68.43k,$294.20 Per Day,$57.76k,$8.25k Per Day,(3.01%),(84.4%),(12.59%),$209.07k,$889.28 Per Day,$148.13k,$4.94k Per Day,(12.76%),(70.85%),(16.39%),$492.16k,$702.92 Per Day,$353.74k,$3.93k Per Day,(12.85%),(71.88%),(15.27%),$1.03m,$808.52 Per Day,$709.57k,$3.94k Per Day,(14.12%),(68.84%),(17.04%)
YOYOWAY,RETAILER,12/13/2023,$12.24k,$43.08 Per Day,$11.69k,$11.69k Per Day,(0.35%),(95.48%),(4.16%),$50.51k,$33.79 Per Day,$47.24k,$6.75k Per Day,(0.47%),(93.53%),(6%),$206.56k,$20.36 Per Day,$194.42k,$6.48k Per Day,(0.3%),(94.12%),(5.58%),$806.73k,$10.93 Per Day,$669.92k,$7.44k Per Day,(0.12%),(83.04%),(16.84%),$1.45m,$5.46 Per Day,$1.16m,$6.43k Per Day,(0.07%),(79.53%),(20.4%)
EVELLYHOOTD US,BRAND,10/03/2023,$14.60k,$0.00 Per Day,$14.60k,$14.60k Per Day,(0%),(100%),(0%),$68.34k,$0.00 Per Day,$67.73k,$9.68k Per Day,(0%),(99.11%),(0.89%),$202.27k,$1.87 Per Day,$195.72k,$6.52k Per Day,(0.03%),(96.76%),(3.21%),$789.05k,$160.33 Per Day,$668.98k,$7.43k Per Day,(1.83%),(84.78%),(13.39%),$1.04m,$136.94 Per Day,$891.29k,$4.95k Per Day,(2.36%),(85.38%),(12.26%)
VEYES BEAUTY,BRAND,07/25/2023,$5.98k,$0.00 Per Day,$4.90k,$4.90k Per Day,(0%),(82%),(18%),$53.22k,$712.72 Per Day,$34.04k,$4.86k Per Day,(9.38%),(63.97%),(26.65%),$199.25k,$586.31 Per Day,$154.36k,$5.15k Per Day,(8.83%),(77.47%),(13.7%),$656.98k,$850.08 Per Day,$495.93k,$5.51k Per Day,(11.65%),(75.49%),(12.87%),$1.70m,$439.28 Per Day,$1.44m,$7.99k Per Day,(4.65%),(84.58%),(10.77%)
Amos Sweets,BRAND,07/25/2023,$1.71k,$682.65 Per Day,$1.03k,$1.03k Per Day,(39.9%),(60.1%),(0%),$15.40k,$623.45 Per Day,$10.83k,$1.55k Per Day,(28.35%),(70.36%),(1.3%),$196.83k,$862.26 Per Day,$170.35k,$5.68k Per Day,(13.14%),(86.55%),(0.31%),$395.01k,$463.24 Per Day,$330.05k,$3.67k Per Day,(10.55%),(83.56%),(5.89%),$1.72m,$664.78 Per Day,$1.56m,$8.66k Per Day,(6.97%),(90.76%),(2.27%)
Final Boss Sour,RETAILER,02/14/2024,$8.67k,$749.75 Per Day,$7.92k,$7.92k Per Day,(8.65%),(91.35%),(0%),$65.80k,$946.17 Per Day,$58.32k,$8.33k Per Day,(10.07%),(88.63%),(1.3%),$203.13k,$2.02k Per Day,$140.60k,$4.69k Per Day,(29.77%),(69.21%),(1.02%),$636.82k,$1.65k Per Day,$453.53k,$5.04k Per Day,(23.28%),(71.22%),(5.5%),$761.02k,$841.66 Per Day,$567.71k,$3.15k Per Day,(19.91%),(74.6%),(5.49%)
SAGUARO Shoes,RETAILER,01/13/2024,$5.02k,$0.00 Per Day,$4.79k,$4.79k Per Day,(0%),(95.46%),(4.54%),$45.67k,$0.00 Per Day,$43.86k,$6.27k Per Day,(0%),(96.02%),(3.98%),$192.66k,$7.64 Per Day,$186.26k,$6.21k Per Day,(0.12%),(96.68%),(3.2%),$659.04k,$5.92 Per Day,$578.36k,$6.43k Per Day,(0.08%),(87.76%),(12.16%),$1.27m,$2.96 Per Day,$1.11m,$6.16k Per Day,(0.04%),(87.64%),(12.32%)
Ucciyo Jewelry-USA,RETAILER,10/27/2023,$4.84k,$2.74k Per Day,$2.10k,$2.10k Per Day,(56.65%),(43.35%),(0%),$31.87k,$1.98k Per Day,$16.43k,$2.35k Per Day,(43.59%),(51.55%),(4.86%),$192.91k,$2.69k Per Day,$104.59k,$3.49k Per Day,(41.81%),(54.22%),(3.97%),$765.97k,$1.81k Per Day,$529.78k,$5.89k Per Day,(21.25%),(69.16%),(9.58%),$1.37m,$904.34 Per Day,$1.04m,$5.79k Per Day,(11.89%),(76.18%),(11.93%)
Hotana,RETAILER,01/13/2024,$0.00,$0.00 Per Day,$0.00,$0.00 Per Day,(NaN%),(NaN%),(NaN%),$2.53k,$0.00 Per Day,$2.38k,$340.71 Per Day,(0%),(94.31%),(5.69%),$184.66k,$0.00 Per Day,$183.44k,$6.11k Per Day,(0%),(99.34%),(0.66%),$1.41m,$0.00 Per Day,$755.61k,$8.40k Per Day,(0%),(53.66%),(46.34%),$1.64m,$0.00 Per Day,$936.93k,$5.21k Per Day,(0%),(57.24%),(42.76%)
UnciaActive,RETAILER,12/22/2023,$3.44k,$0.00 Per Day,$3.43k,$3.43k Per Day,(0%),(99.68%),(0.32%),$27.27k,$0.00 Per Day,$27.01k,$3.86k Per Day,(0%),(99.05%),(0.95%),$186.75k,$0.00 Per Day,$176.58k,$5.89k Per Day,(0%),(94.55%),(5.45%),$610.31k,$0.00 Per Day,$545.44k,$6.06k Per Day,(0%),(89.37%),(10.63%),$617.45k,$0.00 Per Day,$550.21k,$3.06k Per Day,(0%),(89.11%),(10.89%)
Unineed US,RETAILER,07/21/2023,$5.09k,$104.95 Per Day,$4.17k,$4.17k Per Day,(2.06%),(81.88%),(16.06%),$48.32k,$148.39 Per Day,$33.67k,$4.81k Per Day,(2.15%),(69.67%),(28.18%),$193.33k,$151.47 Per Day,$115.21k,$3.84k Per Day,(2.35%),(59.6%),(38.05%),$775.58k,$161.64 Per Day,$451.81k,$5.02k Per Day,(1.88%),(58.25%),(39.87%),$1.98m,$515.83 Per Day,$1.22m,$6.76k Per Day,(4.69%),(61.43%),(33.89%)
Revolve,BRAND,07/21/2023,$6.72k,$0.00 Per Day,$6.22k,$6.22k Per Day,(0%),(92.52%),(7.48%),$36.76k,$0.00 Per Day,$24.63k,$3.52k Per Day,(0%),(66.99%),(33.01%),$193.20k,$0.00 Per Day,$149.95k,$5.00k Per Day,(0%),(77.62%),(22.38%),$816.86k,$0.40 Per Day,$626.25k,$6.96k Per Day,(0%),(76.67%),(23.33%),$1.72m,$5.53 Per Day,$1.17m,$6.50k Per Day,(0.06%),(68.08%),(31.87%)
The Mad Hatter Company,RETAILER,11/06/2023,$5.37k,$1.01k Per Day,$3.17k,$3.17k Per Day,(18.87%),(59.03%),(22.11%),$41.21k,$1.39k Per Day,$23.56k,$3.37k Per Day,(23.59%),(57.17%),(19.25%),$192.22k,$1.37k Per Day,$108.52k,$3.62k Per Day,(21.34%),(56.46%),(22.2%),$855.69k,$2.01k Per Day,$455.78k,$5.06k Per Day,(21.18%),(53.27%),(25.55%),$2.04m,$1.60k Per Day,$1.31m,$7.30k Per Day,(14.08%),(64.33%),(21.59%)
NiceForWhat,RETAILER,09/26/2023,$5.97k,$0.00 Per Day,$3.94k,$3.94k Per Day,(0%),(65.97%),(34.03%),$39.50k,$0.00 Per Day,$27.27k,$3.90k Per Day,(0%),(69.03%),(30.97%),$190.13k,$0.00 Per Day,$121.79k,$4.06k Per Day,(0%),(64.06%),(35.94%),$660.16k,$0.00 Per Day,$385.64k,$4.28k Per Day,(0%),(58.42%),(41.58%),$1.36m,$0.00 Per Day,$829.05k,$4.61k Per Day,(0%),(60.89%),(39.11%)
AOMR,RETAILER,12/31/2023,$5.84k,$0.00 Per Day,$4.57k,$4.57k Per Day,(0%),(78.19%),(21.81%),$41.72k,$0.00 Per Day,$33.90k,$4.84k Per Day,(0%),(81.27%),(18.73%),$192.05k,$0.00 Per Day,$152.90k,$5.10k Per Day,(0%),(79.62%),(20.38%),$510.50k,$0.00 Per Day,$367.32k,$4.08k Per Day,(0%),(71.95%),(28.05%),$763.14k,$0.00 Per Day,$461.26k,$2.56k Per Day,(0%),(60.44%),(39.56%)
Glamlite,BRAND,09/26/2023,$4.09k,$649.05 Per Day,$2.78k,$2.78k Per Day,(15.87%),(68.05%),(16.08%),$24.82k,$1.06k Per Day,$15.07k,$2.15k Per Day,(29.79%),(60.7%),(9.51%),$191.07k,$1.42k Per Day,$124.73k,$4.16k Per Day,(22.36%),(65.28%),(12.36%),$897.73k,$1.62k Per Day,$618.93k,$6.88k Per Day,(16.28%),(68.94%),(14.77%),$1.93m,$2.34k Per Day,$1.18m,$6.53k Per Day,(21.78%),(60.92%),(17.3%)
SushyGlowCosmetics,RETAILER,02/02/2024,$4.92k,$3.17k Per Day,$1.74k,$1.74k Per Day,(64.34%),(35.33%),(0.32%),$103.55k,$5.53k Per Day,$64.24k,$9.18k Per Day,(37.39%),(62.04%),(0.57%),$195.82k,$3.61k Per Day,$79.72k,$2.66k Per Day,(55.31%),(40.71%),(3.98%),$435.40k,$2.91k Per Day,$102.91k,$1.14k Per Day,(60.2%),(23.64%),(16.16%),$870.19k,$3.39k Per Day,$111.67k,$620.40 Per Day,(70.2%),(12.83%),(16.96%)
ElectronicMad,RETAILER,10/05/2023,$4.70k,$0.00 Per Day,$4.70k,$4.70k Per Day,(0%),(100%),(0%),$33.42k,$0.00 Per Day,$32.95k,$4.71k Per Day,(0%),(98.6%),(1.4%),$191.80k,$9.11 Per Day,$188.83k,$6.29k Per Day,(0.14%),(98.45%),(1.41%),$524.83k,$25.24 Per Day,$477.15k,$5.30k Per Day,(0.43%),(90.91%),(8.65%),$1.41m,$12.62 Per Day,$1.28m,$7.11k Per Day,(0.16%),(90.86%),(8.98%)
Pizazz Hair Shop,BRAND,01/24/2024,$9.93k,$6.10 Per Day,$8.46k,$8.46k Per Day,(0.06%),(85.13%),(14.81%),$47.70k,$1.58k Per Day,$34.80k,$4.97k Per Day,(23.24%),(72.95%),(3.81%),$199.21k,$868.05 Per Day,$155.98k,$5.20k Per Day,(13.07%),(78.3%),(8.63%),$502.42k,$392.81 Per Day,$404.26k,$4.49k Per Day,(7.04%),(80.46%),(12.5%),$650.64k,$196.41 Per Day,$515.95k,$2.87k Per Day,(5.43%),(79.3%),(15.27%)
Weee Asian Supermarket,RETAILER,10/19/2023,$7.98k,$322.16 Per Day,$6.89k,$6.89k Per Day,(4.04%),(86.34%),(9.63%),$43.49k,$379.84 Per Day,$36.11k,$5.16k Per Day,(6.11%),(83.03%),(10.85%),$191.05k,$437.03 Per Day,$149.21k,$4.97k Per Day,(6.86%),(78.1%),(15.03%),$828.02k,$223.14 Per Day,$631.43k,$7.02k Per Day,(2.43%),(76.26%),(21.32%),$1.65m,$111.57 Per Day,$1.27m,$7.06k Per Day,(1.22%),(76.91%),(21.88%)
Nutricost,BRAND,02/02/2024,$6.62k,$0.00 Per Day,$6.54k,$6.54k Per Day,(0%),(98.87%),(1.13%),$54.89k,$0.00 Per Day,$53.23k,$7.60k Per Day,(0%),(96.98%),(3.02%),$191.67k,$0.00 Per Day,$185.30k,$6.18k Per Day,(0%),(96.67%),(3.33%),$396.70k,$0.00 Per Day,$351.09k,$3.90k Per Day,(0%),(88.5%),(11.5%),$450.74k,$0.00 Per Day,$379.28k,$2.11k Per Day,(0%),(84.15%),(15.85%)
Blazing Cards,BRAND,07/25/2023,$11.83k,$11.83k Per Day,$0.00,$0.00 Per Day,(100%),(0%),(0%),$79.33k,$9.37k Per Day,$702.33,$100.33 Per Day,(82.69%),(0.89%),(16.42%),$202.66k,$5.52k Per Day,$2.18k,$72.83 Per Day,(81.67%),(1.08%),(17.25%),$572.00k,$4.65k Per Day,$5.89k,$65.41 Per Day,(73.22%),(1.03%),(25.75%),$1.15m,$4.68k Per Day,$5.89k,$32.71 Per Day,(72.89%),(0.51%),(26.6%)
Sandhus,BRAND,02/22/2024,$3.68k,$113.13 Per Day,$3.57k,$3.57k Per Day,(3.07%),(96.93%),(0%),$23.90k,$16.16 Per Day,$23.77k,$3.40k Per Day,(0.47%),(99.47%),(0.06%),$187.09k,$318.55 Per Day,$177.51k,$5.92k Per Day,(5.11%),(94.88%),(0.01%),$789.89k,$180.92 Per Day,$737.37k,$8.19k Per Day,(2.06%),(93.35%),(4.59%),$1.47m,$90.46 Per Day,$1.27m,$7.06k Per Day,(1.11%),(86.5%),(12.4%)
Shuttle Art,BRAND,09/09/2023,$4.92k,$0.00 Per Day,$4.83k,$4.83k Per Day,(0%),(98.19%),(1.81%),$41.53k,$45.56 Per Day,$39.21k,$5.60k Per Day,(0.77%),(94.4%),(4.83%),$187.26k,$61.08 Per Day,$173.02k,$5.77k Per Day,(0.98%),(92.4%),(6.63%),$476.74k,$192.84 Per Day,$416.04k,$4.62k Per Day,(3.64%),(87.27%),(9.09%),$688.24k,$100.14 Per Day,$598.08k,$3.32k Per Day,(2.62%),(86.9%),(10.48%)
El Ranchito Jerky,BRAND,04/01/2024,$14.06k,$1.91k Per Day,$12.15k,$12.15k Per Day,(13.58%),(86.42%),(0%),$59.42k,$1.12k Per Day,$51.42k,$7.35k Per Day,(13.25%),(86.54%),(0.22%),$200.07k,$1.07k Per Day,$164.44k,$5.48k Per Day,(16%),(82.19%),(1.81%),$690.91k,$2.29k Per Day,$401.05k,$4.46k Per Day,(29.83%),(58.05%),(12.13%),$862.87k,$1.88k Per Day,$406.45k,$2.57k Per Day,(34.43%),(47.1%),(18.47%)
