video_title,video_tags,video_music_info,video_publish_date,video_duration,video_advertising_information,video_earliest_date_recorded,video_views_yesterday,video_views_per_day_yesterday,item_sold_yesterday,item_sold_per_day_yesterday,video_revenue_yesterday,video_revenue_per_day_yesterday,video_new_followers_yesterday,video_new_followers_per_day_yesterday,video_ad_view_ratio_yesterday,video_ad_revenue_ratio_yesterday,video_ad_spend_yesterday,video_ad_roas_yesterday,video_views_last_7_days,video_views_per_day_last_7_days,item_sold_last_7_days,item_sold_per_day_last_7_days,video_revenue_last_7_days,video_revenue_per_day_last_7_days,video_new_followers_last_7_days,video_new_followers_per_day_last_7_days,video_ad_view_ratio_last_7_days,video_ad_revenue_ratio_last_7_days,video_ad_spend_last_7_days,video_ad_roas_last_7_days,video_views_last_30_days,video_views_per_day_last_30_days,item_sold_last_30_days,item_sold_per_day_last_30_days,video_revenue_last_30_days,video_revenue_per_day_last_30_days,video_new_followers_last_30_days,video_new_followers_per_day_last_30_days,video_ad_view_ratio_last_30_days,video_ad_revenue_ratio_last_30_days,video_ad_spend_last_30_days,video_ad_roas_last_30_days,video_views_last_90_days,video_views_per_day_last_90_days,item_sold_last_90_days,item_sold_per_day_last_90_days,video_revenue_last_90_days,video_revenue_per_day_last_90_days,video_new_followers_last_90_days,video_new_followers_per_day_last_90_days,video_ad_view_ratio_last_90_days,video_ad_revenue_ratio_last_90_days,video_ad_spend_last_90_days,video_ad_roas_last_90_days,video_views_last_180_days,video_views_per_day_last_180_days,item_sold_last_180_days,item_sold_per_day_last_180_days,video_revenue_last_180_days,video_revenue_per_day_last_180_days,video_new_followers_last_180_days,video_new_followers_per_day_last_180_days,video_ad_view_ratio_last_180_days,video_ad_revenue_ratio_last_180_days,video_ad_spend_last_180_days,video_ad_roas_last_180_days
Replying to @Leah Searight it does stay all night surprisingly!,#collagenmask #facemask #glassskin #koreanskincare #koreanskincareproducts #koreanskjn #skin #skincare #skincareroutine,original sound - kellykrugerbrooks,"May 1, 2024",2m 11s,43 Days (2024-07-17 - 2024-09-04),05/01/2024,18.51k,18.51k Per Day,32,32 Per Day,$831.68,$831.68 Per Day,61,61 Per Day,>90%,>90%,$299.98,2.77,372.98k,53.28k Per Day,716,102.29 Per Day,$18.61k,$2.66k Per Day,528,75.43 Per Day,>90%,>90%,$10.44k,1.78,1.31m,43.81k Per Day,2.65k,88.27 Per Day,$68.79k,$2.29k Per Day,6.19k,206.43 Per Day,>90%,>90%,$33.81k,2,3.63m,40.31k Per Day,8.68k,96.48 Per Day,$218.76k,$2.43k Per Day,26.18k,290.92 Per Day,55.48%,54.49%,$48.84k,2.44,19.31m,107.26k Per Day,37.59k,208.84 Per Day,$755.33k,$4.20k Per Day,52.29k,290.48 Per Day,10.42%,15.78%,$48.84k,2.44
Replying to @LLP🐶🕊️ go QUICK before this DEAL ENDS ‼️‼️,N/A,"May 19, 2024",N/A,N/A,N/A,05/23/2024,899.25k,29.98k Per Day,2.87k,95.53 Per Day,$68.76k,$2.29k Per Day,135,4.5 Per Day,38.54%,37.26%,$9.16k,2.8,106.44k,15.21k Per Day,430,61.43 Per Day,$10.32k,$1.47k Per Day,0,0 Per Day,46.10%,40.93%,$1.44k,2.94,899.25k,29.98k Per Day,2.87k,95.53 Per Day,$68.76k,$2.29k Per Day,135,4.5 Per Day,38.54%,37.26%,$9.16k,2.8,1.72m,19.09k Per Day,3.84k,42.67 Per Day,$85.46k,$949.61 Per Day,3.13k,34.81 Per Day,20.18%,29.98%,$9.16k,2.8,1.73m,9.6k Per Day,3.85k,21.36 Per Day,$85.56k,$475.31 Per Day,3.27k,18.18 Per Day,20.05%,29.95%,$9.16k,2.8
"RUN!! This steam mop is back in stock & they have a limited supply! I love all of the things this steam mop does, but the grout attachment is my favorite 🤯 I’m totally going to do my window sills soon! But cleaning my walls, grout, floors, windows, shower, this thing is amazing!! @schenley_tech",#cleanwithschenley #coffeebar #crayons #groutcleaning #kitchencleaning #kitchenhacks #momof4 #pinksteamlovewave #satisfyingcleaning #schenley #schenleyhestiasteammop #steammop,original sound - daniellenhowe,"Feb 16, 2024",42s,1 Days (2024-09-02 - 2024-09-02),05/23/2024,11.23k,11.23k Per Day,8,8 Per Day,$719.92,$719.92 Per Day,17,17 Per Day,0%,0%,$0.00,0,3.07m,439.15k Per Day,760,108.57 Per Day,$68.39k,$9.77k Per Day,131,18.71 Per Day,>90%,>90%,$73.71k,0.9,3.07m,102.47k Per Day,760,25.33 Per Day,$68.39k,$2.28k Per Day,131,4.37 Per Day,>90%,>90%,$73.71k,0.9,3.07m,34.16k Per Day,760,8.44 Per Day,$68.39k,$759.92 Per Day,131,1.46 Per Day,>90%,>90%,$73.71k,0.9,3.07m,17.08k Per Day,760,4.22 Per Day,$68.39k,$379.96 Per Day,131,0.73 Per Day,>90%,>90%,$73.71k,0.9
,N/A,"Apr 9, 2024",N/A,N/A,N/A,04/09/2024,89.96k,89.96k Per Day,327,327 Per Day,$2.97k,$2.97k Per Day,22,22 Per Day,>90%,>90%,$1.16k,2.57,390.22k,55.75k Per Day,1.84k,263.14 Per Day,$16.74k,$2.39k Per Day,108,15.43 Per Day,23.05%,17.75%,$1.16k,2.57,1.64m,54.63k Per Day,8.33k,277.57 Per Day,$68.38k,$2.28k Per Day,663,22.1 Per Day,33.28%,28.43%,$10.79k,1.8,5.2m,57.74k Per Day,22.46k,249.57 Per Day,$170.13k,$1.89k Per Day,1.72k,19.16 Per Day,51.32%,32.06%,$62.35k,0.87,11.43m,63.5k Per Day,43.38k,241.01 Per Day,$348.18k,$1.93k Per Day,4.25k,23.62 Per Day,71.41%,53.17%,$233.39k,0.79
"They got me trying on wigs in the car!!! This wig literally came like this!! From @OQHAIR @oqhairshop That’s how you KNOW! It’s a true gule-less ready to wear and go wig. NO GLUE, NO GEL, NO SPARY!",#fryp #gluelesswig #oqhair #staighthair #tiktok #tiktokshop,original sound - lovelydream26,"Mar 15, 2024",1m 6s,160 Days (2024-03-18 - 2024-09-04),03/15/2024,6.47k,6.47k Per Day,8,8 Per Day,$1.08k,$1.08k Per Day,60,60 Per Day,>90%,>90%,$160.47,6.76,53.83k,7.69k Per Day,60,8.57 Per Day,$8.22k,$1.17k Per Day,174,24.86 Per Day,>90%,>90%,$1.34k,6.15,346.9k,11.56k Per Day,504,16.8 Per Day,$68.15k,$2.27k Per Day,676,22.53 Per Day,>90%,>90%,$8.35k,8.16,1.3m,14.45k Per Day,2.12k,23.53 Per Day,$279.19k,$3.10k Per Day,3.67k,40.76 Per Day,>90%,>90%,$32.67k,8.54,4.6m,25.54k Per Day,6.16k,34.24 Per Day,$818.64k,$4.55k Per Day,15.41k,85.63 Per Day,>90%,>90%,$138.47k,5.9
I hate back pain but this helps alot!,#faja #fajas #fypシ゚viral #waisttrainer,original sound - ˗ˏˋ ★ ˎˊ˗,"Jul 4, 2024",9s,35 Days (2024-07-12 - 2024-09-04),07/04/2024,43.17k,43.17k Per Day,33,33 Per Day,$1.45k,$1.45k Per Day,51,51 Per Day,>90%,>90%,$1.14k,1.28,269.04k,38.43k Per Day,184,26.29 Per Day,$8.05k,$1.15k Per Day,354,50.57 Per Day,>90%,>90%,$8.84k,0.91,1.36m,45.34k Per Day,1.63k,54.4 Per Day,$67.62k,$2.25k Per Day,2.34k,78.13 Per Day,>90%,>90%,$39.01k,1.73,1.89m,20.99k Per Day,2.21k,24.53 Per Day,$91.23k,$1.01k Per Day,3.8k,42.22 Per Day,>90%,>90%,$53.21k,1.66,1.89m,10.49k Per Day,2.21k,12.27 Per Day,$91.23k,$506.84 Per Day,3.8k,21.11 Per Day,>90%,>90%,$53.21k,1.66
I’ve been using this neck firming cream for about a month and a half because I wanted to see if it actually worked. It did! @Gopure,#gopure #necklift #skincareproducts #skincaretiktok #turkeyneck,original sound - ontopshopfinds,"Apr 7, 2024",56s,26 Days (2024-04-12 - 2024-06-09),05/23/2024,37.94k,37.94k Per Day,60,60 Per Day,$2.43k,$2.43k Per Day,103,103 Per Day,0%,0%,$0.00,0,225.16k,32.17k Per Day,348,49.71 Per Day,$14.19k,$2.03k Per Day,884,126.29 Per Day,0%,0%,$0.00,0,940.55k,31.35k Per Day,1.67k,55.73 Per Day,$67.57k,$2.25k Per Day,4.58k,152.5 Per Day,0%,0%,$0.00,0,2.59m,28.82k Per Day,4.18k,46.44 Per Day,$167.29k,$1.86k Per Day,13.8k,153.3 Per Day,8.69%,0%,$3.95k,0,15.15m,84.15k Per Day,35.63k,197.97 Per Day,$1.28m,$7.14k Per Day,35.65k,198.06 Per Day,64.30%,56.20%,$376.31k,1.92
Stress makes you bloated so take this to feel calm 🙌🏼 hurry get it before their sale ends!!,N/A,"Aug 14, 2024",N/A,N/A,N/A,08/14/2024,2.91m,96.86k Per Day,4.87k,162.17 Per Day,$67.27k,$2.24k Per Day,963,32.1 Per Day,0%,0%,$0.00,0,2.91m,96.86k Per Day,4.87k,162.17 Per Day,$67.27k,$2.24k Per Day,963,32.1 Per Day,0%,0%,$0.00,0,2.91m,96.86k Per Day,4.87k,162.17 Per Day,$67.27k,$2.24k Per Day,963,32.1 Per Day,0%,0%,$0.00,0,2.91m,32.29k Per Day,4.87k,54.06 Per Day,$67.27k,$747.41 Per Day,963,10.7 Per Day,0%,0%,$0.00,0,2.91m,16.14k Per Day,4.87k,27.03 Per Day,$67.27k,$373.70 Per Day,963,5.35 Per Day,0%,0%,$0.00,0
Putting yall on a sale.,N/A,"Aug 5, 2024",N/A,N/A,N/A,08/05/2024,5.43k,5.43k Per Day,5,5 Per Day,$165.70,$165.70 Per Day,947,947 Per Day,0%,0%,$0.00,0,66.96k,9.57k Per Day,67,9.57 Per Day,$2.38k,$339.29 Per Day,4.7k,670.71 Per Day,0%,0%,$0.00,0,1.39m,46.17k Per Day,1.83k,61.07 Per Day,$67.21k,$2.24k Per Day,25.9k,863.23 Per Day,0%,0%,$0.00,0,1.41m,15.72k Per Day,1.9k,21.1 Per Day,$69.82k,$775.82 Per Day,25.9k,287.74 Per Day,0%,0%,$0.00,0,1.41m,7.86k Per Day,1.9k,10.55 Per Day,$69.82k,$387.91 Per Day,25.9k,143.87 Per Day,0%,0%,$0.00,0
Replying to @Blakereed.1 For $112 the features of this ergonomic chair is crazy!,#chair #desk #furniture #gamingchair #officechair #roomdecor #tiktokmademebuyit #tiktokshop #ttshop,original sound - FyaSale,"Apr 16, 2024",24s,6 Days (2024-04-22 - 2024-04-29),04/16/2024,12.66k,12.66k Per Day,3,3 Per Day,$359.97,$359.97 Per Day,22,22 Per Day,0%,0%,$0.00,0,368.51k,52.64k Per Day,47,6.71 Per Day,$5.72k,$817.79 Per Day,273,39 Per Day,0%,0%,$0.00,0,3.28m,109.45k Per Day,559,18.63 Per Day,$67.16k,$2.24k Per Day,1.83k,60.97 Per Day,0%,0%,$0.00,0,4.26m,47.39k Per Day,994,11.04 Per Day,$121.53k,$1.35k Per Day,4.35k,48.29 Per Day,0%,0%,$0.00,0,14.24m,79.1k Per Day,3.94k,21.89 Per Day,$480.85k,$2.67k Per Day,7.22k,40.13 Per Day,34.86%,24.36%,$136.69k,0.86
Finally found a winner ✨💪,#creatorsearchinsights #lichico #lichicowalkingpad #treadmilldesk #underdesktreadmill #walkingpad #workfromhome,original sound - cutlikeagem,"Apr 2, 2024",40s,33 Days (2024-04-25 - 2024-09-03),05/23/2024,7.12k,7.12k Per Day,8,8 Per Day,$1.28k,$1.28k Per Day,104,104 Per Day,0%,0%,$0.00,0,77.9k,11.13k Per Day,96,13.71 Per Day,$15.85k,$2.26k Per Day,703,100.43 Per Day,50.43%,53.94%,$918.21,9.31,458.08k,15.27k Per Day,408,13.6 Per Day,$66.95k,$2.23k Per Day,2.89k,96.4 Per Day,78.67%,73.85%,$9.13k,5.41,7.07m,78.56k Per Day,868,9.64 Per Day,$144.69k,$1.61k Per Day,5.76k,63.99 Per Day,>90%,86.50%,$188.54k,0.66,7.78m,43.23k Per Day,1.03k,5.7 Per Day,$171.56k,$953.08 Per Day,8.33k,46.29 Per Day,>90%,78.47%,$189.19k,0.71
"Run….😳😳 a new booty lifting,tummy control judy blue is here!#tummycontrol wearing a size 5!",#jeans #judybluejeans #tummycontrol,original sound - catshRank // 300 lbs down,"May 14, 2024",1m 23s,No record of Advertising placement was found,05/23/2024,474,474 Per Day,8,8 Per Day,$319.20,$319.20 Per Day,66,66 Per Day,0%,0%,$0.00,0,4.47k,638.29 Per Day,28,4 Per Day,$1.12k,$159.60 Per Day,778,111.14 Per Day,0%,0%,$0.00,0,570.59k,19.02k Per Day,1.68k,56 Per Day,$66.90k,$2.23k Per Day,3.53k,117.53 Per Day,0%,0%,$0.00,0,570.59k,6.34k Per Day,1.68k,18.67 Per Day,$66.90k,$743.38 Per Day,8.76k,97.33 Per Day,0%,0%,$0.00,0,586.64k,3.26k Per Day,1.76k,9.77 Per Day,$71.82k,$398.99 Per Day,32.58k,180.98 Per Day,0%,0%,$0.00,0
Replying to @user2221492592724 My secret 💇🏼‍♀️💁🏼‍♀️ L’ange titanium blow dryer brush L’ange blow dryer L’ange Le volume blow dry brush L’ange hair tools Volume hair How to blow dry hair How to blow dry with a round brush Hair blow dryer brush How to blow dry hair Hairdryer recommendations Blowout with hairdryer ,#blowdry #blowdryer #dealsforyoudays #fypシ #fypシ゚viral #julydeals #lange #langeblowdrybrush #langehair #langehairtools #langelevolume #musthaves #superbrandday #tiktokmademebuyit #tiktokshopdealsforyoudays #tiktokshopfinds #tiktokshopsummersale #topseller #viral,original sound - shopwithsteph 💕,"Jul 15, 2024",23s,15 Days (2024-07-28 - 2024-08-20),07/27/2024,662.18k,22.07k Per Day,1.33k,44.43 Per Day,$66.58k,$2.22k Per Day,1k,33.33 Per Day,>90%,>90%,$10.28k,6.2,4.65k,664 Per Day,15,2.14 Per Day,$749.25,$107.04 Per Day,125,17.86 Per Day,0%,0%,$0.00,0,662.18k,22.07k Per Day,1.33k,44.43 Per Day,$66.58k,$2.22k Per Day,1k,33.33 Per Day,>90%,>90%,$10.28k,6.2,676.71k,7.52k Per Day,1.36k,15.11 Per Day,$67.93k,$754.80 Per Day,1.25k,13.93 Per Day,>90%,>90%,$10.45k,6.2,676.71k,3.76k Per Day,1.36k,7.56 Per Day,$67.93k,$377.40 Per Day,1.25k,6.97 Per Day,>90%,>90%,$10.45k,6.2
Game changer for me,#ashwagandha #cortisol #goli #tiktokshop,original sound - zong.write2s,"Aug 13, 2024",52s,No record of Advertising placement was found,08/30/2024,448.47k,448.47k Per Day,761,761 Per Day,$10.09k,$10.09k Per Day,513,513 Per Day,0%,0%,$0.00,0,7.78m,1.11m Per Day,5.02k,716.57 Per Day,$66.51k,$9.50k Per Day,5.2k,742.14 Per Day,0%,0%,$0.00,0,7.78m,259.41k Per Day,5.02k,167.2 Per Day,$66.51k,$2.22k Per Day,5.2k,173.17 Per Day,0%,0%,$0.00,0,7.78m,86.47k Per Day,5.02k,55.73 Per Day,$66.51k,$739.02 Per Day,5.2k,57.72 Per Day,0%,0%,$0.00,0,7.78m,43.24k Per Day,5.02k,27.87 Per Day,$66.51k,$369.51 Per Day,5.2k,28.86 Per Day,0%,0%,$0.00,0
Para que riegues tus plantitas @Vevor_US,#tiktokshopbacktoschool #tiktokshopsummersale #vevor #vevorttshop,original sound - A me dio pecho 👊,"Aug 6, 2024",1m 44s,9 Days (2024-08-22 - 2024-09-03),08/06/2024,1.05m,35.15k Per Day,734,24.47 Per Day,$66.38k,$2.21k Per Day,7.24k,241.4 Per Day,42.03%,35.14%,$5.49k,4.25,313.35k,44.76k Per Day,132,18.86 Per Day,$11.80k,$1.69k Per Day,702,100.29 Per Day,>90%,>90%,$3.74k,3.15,1.05m,35.15k Per Day,734,24.47 Per Day,$66.38k,$2.21k Per Day,7.24k,241.4 Per Day,42.03%,35.14%,$5.49k,4.25,1.05m,11.72k Per Day,734,8.16 Per Day,$66.38k,$737.58 Per Day,7.24k,80.47 Per Day,42.03%,35.14%,$5.49k,4.25,1.05m,5.86k Per Day,734,4.08 Per Day,$66.38k,$368.79 Per Day,7.24k,40.23 Per Day,42.03%,35.14%,$5.49k,4.25
Replying to @Nikki Shook I love the way they feel one size bigger! 🤎,#cakesbody #cakesbodyreview #cakesbodyseamlesscovers #grippynotsticky #ibtc #nipcover #seamlesscovers #seamlessnipcovers,original sound - LCcreative,"Jul 30, 2024",39s,18 Days (2024-08-12 - 2024-09-04),07/30/2024,131.99k,131.99k Per Day,235,235 Per Day,$6.11k,$6.11k Per Day,57,57 Per Day,>90%,>90%,$3.01k,2.03,987.61k,141.09k Per Day,1.39k,198.86 Per Day,$38.84k,$5.55k Per Day,623,89 Per Day,>90%,>90%,$27.47k,1.41,1.91m,63.6k Per Day,2.43k,80.93 Per Day,$66.32k,$2.21k Per Day,3.34k,111.23 Per Day,>90%,>90%,$56.22k,1.13,2.62m,29.14k Per Day,3.26k,36.22 Per Day,$91.28k,$1.01k Per Day,3.34k,37.08 Per Day,70.26%,69.89%,$56.22k,1.13,2.62m,14.57k Per Day,3.26k,18.11 Per Day,$91.28k,$507.12 Per Day,3.34k,18.54 Per Day,70.26%,69.89%,$56.22k,1.13
It’s so fluffy!! This jacket is going to be perfect heading into fall and winter here in the midwest 🤎 @Lexie|Motherhood&Mentalhealth @Lexie|Motherhood&Mentalhealth,#comfyclothes #comfyoutfits #easyoutfits #falloutfits #jacket #momoutfits #momsoftiktok #musthaveclothes #musthaveshoes #snuggles #sweater #sweaterweather,I'm Falling In Love,"Aug 24, 2024",13s,No record of Advertising placement was found,08/24/2024,25.32k,25.32k Per Day,21,21 Per Day,$627.69,$627.69 Per Day,3,3 Per Day,0%,0%,$0.00,0,758.15k,108.31k Per Day,1.21k,173 Per Day,$36.20k,$5.17k Per Day,111,15.86 Per Day,0%,0%,$0.00,0,1.96m,65.21k Per Day,2.22k,73.9 Per Day,$66.24k,$2.21k Per Day,309,10.3 Per Day,0%,0%,$0.00,0,1.96m,21.74k Per Day,2.22k,24.63 Per Day,$66.24k,$735.95 Per Day,309,3.43 Per Day,0%,0%,$0.00,0,1.96m,10.87k Per Day,2.22k,12.32 Per Day,$66.24k,$367.97 Per Day,309,1.72 Per Day,0%,0%,$0.00,0
She didn’t believe me about these smart shades 🤣,#bestgift #christiantiktok #christmasgiftideas #funnyy #humor #jokes #megasale #q4 #sale #shop #smartglasses #smartshades #stockingstuffers #technology #tiktokshopbacktoschool #trending #wireless,original sound - godigitalwithdee,"Aug 5, 2024",1m,No record of Advertising placement was found,08/05/2024,93.71k,93.71k Per Day,35,35 Per Day,$605.15,$605.15 Per Day,330,330 Per Day,0%,0%,$0.00,0,762.93k,108.99k Per Day,819,117 Per Day,$14.16k,$2.02k Per Day,2.75k,392.29 Per Day,0%,0%,$0.00,0,8.52m,284.16k Per Day,4.58k,152.63 Per Day,$66.12k,$2.20k Per Day,29.84k,994.8 Per Day,0%,0%,$0.00,0,8.56m,95.06k Per Day,4.6k,51.08 Per Day,$66.36k,$737.38 Per Day,29.84k,331.6 Per Day,0%,0%,$0.00,0,8.56m,47.53k Per Day,4.6k,25.54 Per Day,$66.36k,$368.69 Per Day,29.84k,165.8 Per Day,0%,0%,$0.00,0
Was that dust or dryer lint 😅,#bamboomattresstopper #cleaningtiktok #influencer #mattresstopper #momsoftiktok #tiktokshopfinds,original sound - allisonseaborn,"Jun 19, 2024",1m 10s,2 Days (2024-07-10 - 2024-07-17),07/02/2024,23.88k,23.88k Per Day,23,23 Per Day,$1.19k,$1.19k Per Day,63,63 Per Day,0%,0%,$0.00,0,123.84k,17.69k Per Day,167,23.86 Per Day,$8.82k,$1.26k Per Day,110,15.71 Per Day,0%,0%,$0.00,0,775.78k,25.86k Per Day,1.27k,42.43 Per Day,$65.92k,$2.20k Per Day,968,32.27 Per Day,0%,0%,$0.00,0,2.32m,25.82k Per Day,2.85k,31.7 Per Day,$131.82k,$1.46k Per Day,3.15k,34.96 Per Day,16.79%,11.76%,$14.04k,1.1,2.32m,12.91k Per Day,2.85k,15.85 Per Day,$131.82k,$732.32 Per Day,3.15k,17.48 Per Day,16.79%,11.76%,$14.04k,1.1
Replying to @t_3_d_0 Inner earbuds hurt my ears too. These Erazer XP2 headphones are over the ear earbuds and they're GREAT!😎,#ad #airpods #earbuds #earphones #erazer #headphones #music #tiktokmarketplace #tiktokshop #tiktokshopbacktoschool,original sound - ITsJonny,"Jul 30, 2024",44s,11 Days (2024-08-12 - 2024-08-23),07/30/2024,2.62m,87.23k Per Day,2.26k,75.27 Per Day,$65.78k,$2.19k Per Day,5.07k,169.13 Per Day,50.72%,45.88%,$24.03k,1.26,2.62m,87.23k Per Day,2.26k,75.27 Per Day,$65.78k,$2.19k Per Day,5.07k,169.13 Per Day,50.72%,45.88%,$24.03k,1.26,2.62m,87.23k Per Day,2.26k,75.27 Per Day,$65.78k,$2.19k Per Day,5.07k,169.13 Per Day,50.72%,45.88%,$24.03k,1.26,16.72m,185.76k Per Day,12.07k,134.13 Per Day,$360.11k,$4.00k Per Day,9.15k,101.69 Per Day,7.94%,8.38%,$24.03k,1.26,16.72m,92.88k Per Day,12.07k,67.07 Per Day,$360.11k,$2.00k Per Day,9.15k,50.84 Per Day,7.94%,8.38%,$24.03k,1.26
"Replying to @logagm Logan, you have all people knows how much chopping, dicing, and shredding goes into Korean food. This thing is a lifesaver.",N/A,"Aug 8, 2024",N/A,N/A,N/A,08/08/2024,5.79k,5.79k Per Day,3,3 Per Day,$98.97,$98.97 Per Day,0,0 Per Day,>90%,>90%,$95.35,1.04,605.92k,86.56k Per Day,226,32.29 Per Day,$7.75k,$1.11k Per Day,978,139.71 Per Day,>90%,>90%,$11.32k,0.68,2.37m,78.86k Per Day,2.14k,71.3 Per Day,$65.77k,$2.19k Per Day,8.65k,288.3 Per Day,33.74%,17.14%,$15.53k,0.73,2.37m,26.29k Per Day,2.14k,23.77 Per Day,$65.77k,$730.75 Per Day,8.65k,96.1 Per Day,33.74%,17.14%,$15.53k,0.73,2.37m,13.14k Per Day,2.14k,11.88 Per Day,$65.77k,$365.37 Per Day,8.65k,48.05 Per Day,33.74%,17.14%,$15.53k,0.73
Deja de gastar dinero 💸en cosas que no sirven. Mejor compra estas hoyas aqui en,#tiktokshop,original sound - gentepilas,"Aug 10, 2024",2m 38s,10 Days (2024-08-11 - 2024-08-24),08/10/2024,26.63k,26.63k Per Day,3,3 Per Day,$209.94,$209.94 Per Day,817,817 Per Day,0%,0%,$0.00,0,206.18k,29.45k Per Day,29,4.14 Per Day,$2.03k,$289.92 Per Day,5.39k,770.57 Per Day,0%,0%,$0.00,0,7.5m,250.1k Per Day,923,30.77 Per Day,$65.69k,$2.19k Per Day,39.09k,1.3k Per Day,82.20%,81.04%,$188.63k,0.28,7.5m,83.37k Per Day,923,10.26 Per Day,$65.69k,$729.91 Per Day,39.09k,434.34 Per Day,82.20%,81.04%,$188.63k,0.28,7.5m,41.68k Per Day,923,5.13 Per Day,$65.69k,$364.95 Per Day,39.09k,217.17 Per Day,82.20%,81.04%,$188.63k,0.28
Even more obsessed after using this on my toddlers hair 😍,#girlhairstyles #grwmforchurch #toddlerhairstyles #wavytalk #wavytalkhair,original sound - E R I K A • S H A E,"Jun 30, 2024",1m,35 Days (2024-07-12 - 2024-08-25),07/02/2024,2.15k,2.15k Per Day,2,2 Per Day,$79.98,$79.98 Per Day,53,53 Per Day,0%,0%,$0.00,0,89.85k,12.84k Per Day,91,13 Per Day,$3.64k,$519.87 Per Day,515,73.57 Per Day,0%,0%,$0.00,0,2.47m,82.23k Per Day,1.68k,56.03 Per Day,$65.04k,$2.17k Per Day,1.6k,53.27 Per Day,88.43%,83.40%,$36.79k,1.47,4.21m,46.73k Per Day,3.06k,34.03 Per Day,$120.31k,$1.34k Per Day,2.89k,32.08 Per Day,89.72%,84.71%,$59.94k,1.7,4.21m,23.37k Per Day,3.06k,17.02 Per Day,$120.31k,$668.38 Per Day,2.89k,16.04 Per Day,89.72%,84.71%,$59.94k,1.7
"Replying to @amandabernier94 How I achieve the “lift,” caveat you will need a form fitting shirt. And first and foremost, they are covers 🫶🏼💯 Hope this helps!",#bra #cakescovers #cakesseamlesscovers #clothinghacks,Relaxed (Sped Up),"Jul 28, 2024",36s,No record of Advertising placement was found,07/28/2024,22.28k,22.28k Per Day,40,40 Per Day,$1.04k,$1.04k Per Day,0,0 Per Day,0%,0%,$0.00,0,213.5k,30.5k Per Day,346,49.43 Per Day,$9.52k,$1.36k Per Day,66,9.43 Per Day,0%,0%,$0.00,0,1.72m,57.37k Per Day,2.4k,80.13 Per Day,$65.01k,$2.17k Per Day,348,11.6 Per Day,0%,0%,$0.00,0,2.58m,28.61k Per Day,3.54k,39.32 Per Day,$98.99k,$1.10k Per Day,361,4.01 Per Day,0%,0%,$0.00,0,2.58m,14.31k Per Day,3.54k,19.66 Per Day,$98.99k,$549.93 Per Day,361,2.01 Per Day,0%,0%,$0.00,0
These were hyped up for a reason👏🏼| they are perfect!!! Accentuates my curves and hides my hipdips!! Get themmmmm,#judybluejeans,original sound - Jaxvicious,"Jul 2, 2024",1m 7s,No record of Advertising placement was found,07/02/2024,441,441 Per Day,3,3 Per Day,$206.70,$206.70 Per Day,97,97 Per Day,0%,0%,$0.00,0,31.81k,4.54k Per Day,8,1.14 Per Day,$551.20,$78.74 Per Day,716,102.29 Per Day,0%,0%,$0.00,0,520.35k,17.34k Per Day,1.61k,53.63 Per Day,$64.87k,$2.16k Per Day,1.32k,44.13 Per Day,0%,0%,$0.00,0,774.35k,8.6k Per Day,1.87k,20.74 Per Day,$81.88k,$909.75 Per Day,1.75k,19.49 Per Day,0%,0%,$0.00,0,774.35k,4.3k Per Day,1.87k,10.37 Per Day,$81.88k,$454.88 Per Day,1.75k,9.74 Per Day,0%,0%,$0.00,0
Use code STYLDANIELLA for an extra 30% off!! This powder has saved me so much time and money!!! Now i can go 5-6 weeks without needing a touch up! GAME CHANGER!!,#colormyroots #grayhair #haircare #haircolor #hairpowder #hairtips #hairtutorial #over40 #rootconcealer #rootcoverup #roottouchup #tiktokshopbacktoschool,original sound - Your_Mane_Girl,"Aug 2, 2024",2m 14s,3 Days (2024-08-04 - 2024-08-11),08/02/2024,7k,7k Per Day,10,10 Per Day,$390.00,$390.00 Per Day,179,179 Per Day,0%,0%,$0.00,0,76.63k,10.95k Per Day,109,15.57 Per Day,$4.25k,$607.29 Per Day,1.53k,218.29 Per Day,0%,0%,$0.00,0,3.46m,115.18k Per Day,2.42k,80.7 Per Day,$64.85k,$2.16k Per Day,16.15k,538.23 Per Day,18.99%,12.15%,$7.06k,1.12,6.59m,73.19k Per Day,3.73k,41.46 Per Day,$100.21k,$1.11k Per Day,16.15k,179.41 Per Day,57.51%,43.15%,$44.35k,0.97,6.59m,36.6k Per Day,3.73k,20.73 Per Day,$100.21k,$556.70 Per Day,16.15k,89.71 Per Day,57.51%,43.15%,$44.35k,0.97
